vehicle_id,scheduled_depart_s,sampled_headway_s,preferred_speed_mps,min_gap_m,preferred_tau_s
veh_003195,19221.208438,8.590773,23.281271,3.610363,1.364273
veh_003196,19227.536594,6.328157,25.290881,3.521677,1.924377
veh_003197,19233.558692,6.022098,21.576404,2.907248,1.463421
veh_003198,19239.359364,5.800672,21.879946,3.365799,1.596864
veh_003199,19247.198945,7.839581,23.568983,2.683282,1.574461
veh_003200,19252.055935,4.856990,24.064752,2.285925,1.611536
veh_003201,19257.898542,5.842607,26.198624,2.806651,2.307560
veh_003202,19263.782455,5.883913,22.834697,2.426915,1.687112
veh_003203,19269.741714,5.959259,25.972718,3.986382,2.262561
veh_003204,19278.454040,8.712327,23.239299,2.971592,1.494497
veh_003205,19283.116083,4.662042,20.795786,3.021222,2.014219
veh_003206,19292.798992,9.682909,20.445407,2.606081,2.031461
veh_003207,19297.816036,5.017044,24.079376,4.273574,2.000021
veh_003208,19302.585303,4.769267,23.001878,3.960602,1.626593
veh_003209,19307.593998,5.008695,20.285371,3.391115,1.558944
veh_003210,19314.567092,6.973093,21.157038,2.037893,1.848419
veh_003211,19320.545970,5.978878,24.988243,4.358342,1.408615
veh_003212,19328.227801,7.681832,21.098125,2.250290,1.985681
veh_003213,19332.992304,4.764502,20.616576,2.597947,1.619846
veh_003214,19336.482479,3.490175,21.283688,1.443644,1.775542
veh_003215,19341.926077,5.443598,22.454356,4.294269,1.794753
veh_003216,19348.345738,6.419661,20.914814,3.548928,2.024292
veh_003217,19352.141106,3.795368,21.255137,3.925046,1.330529
veh_003218,19357.981338,5.840232,22.817990,2.951274,1.233399
veh_003219,19364.784710,6.803372,19.651009,2.656080,1.597897
veh_003220,19369.574724,4.790013,19.066734,1.268933,1.850418
veh_003221,19374.338753,4.764029,22.073680,2.988272,2.088111
veh_003222,19378.695991,4.357238,21.236077,2.789956,1.579398
veh_003223,19384.480811,5.784820,20.784433,3.214321,1.657748
veh_003224,19391.165301,6.684490,20.230334,3.357521,1.548287
veh_003225,19401.286634,10.121333,21.786478,3.594273,2.189954
veh_003226,19409.034452,7.747818,23.661057,1.828867,2.088192
veh_003227,19413.141893,4.107441,22.813332,1.885899,1.720004
veh_003228,19416.836697,3.694804,18.531149,2.971794,1.724948
veh_003229,19422.671278,5.834581,23.383485,2.320240,1.652410
veh_003230,19431.029259,8.357981,23.315985,2.799320,2.122205
veh_003231,19438.014966,6.985706,25.174555,3.171295,1.404631
veh_003232,19443.223982,5.209016,22.375286,3.103342,1.831392
veh_003233,19450.726442,7.502460,24.681607,3.376302,1.442965
veh_003234,19458.792470,8.066028,19.141254,2.315188,1.962358
veh_003235,19466.985080,8.192611,21.956398,2.230123,1.866920
veh_003236,19471.385459,4.400378,20.189735,3.151127,1.496988
veh_003237,19478.041588,6.656129,18.940709,3.557104,1.842409
veh_003238,19482.119824,4.078236,23.647445,1.896299,1.745121
veh_003239,19486.911630,4.791806,26.114729,2.838129,1.869360
veh_003240,19490.993724,4.082095,21.530819,2.158323,2.378581
veh_003241,19496.600795,5.607071,21.988138,3.069414,1.986943
veh_003242,19500.446780,3.845984,19.058408,3.257901,1.846107
veh_003243,19507.609167,7.162387,19.225811,2.181487,1.421830
veh_003244,19513.590681,5.981514,21.583057,2.302933,1.847941
veh_003245,19518.293988,4.703307,23.734836,1.503780,2.532112
veh_003246,19525.022145,6.728157,24.093589,3.759398,1.572158
veh_003247,19533.318264,8.296120,23.254037,2.893616,2.134643
veh_003248,19539.836342,6.518078,21.980218,3.411762,1.958363
veh_003249,19544.960852,5.124510,22.379804,1.636294,1.973621
veh_003250,19550.535070,5.574218,21.119865,3.025386,1.953560
veh_003251,19556.378891,5.843821,24.865023,1.988374,1.991477
veh_003252,19561.326589,4.947698,23.736060,2.618049,1.980965
veh_003253,19564.758996,3.432406,21.796411,2.282294,2.167415
veh_003254,19570.191248,5.432253,20.342697,3.546284,2.409145
veh_003255,19578.055329,7.864081,20.447403,3.148824,1.620618
veh_003256,19582.814469,4.759140,24.699051,3.487972,1.771630
veh_003257,19585.918966,3.104497,22.948214,2.262280,1.474314
veh_003258,19591.785793,5.866827,23.054941,2.664565,2.120709
veh_003259,19599.440004,7.654211,22.126460,3.663186,2.098501
veh_003260,19602.856361,3.416357,23.352087,2.370976,1.702956
veh_003261,19609.141417,6.285055,22.554588,3.238418,1.798748
veh_003262,19615.758585,6.617169,20.638887,1.637914,1.743426
veh_003263,19622.563870,6.805285,23.771028,4.225489,2.138446
veh_003264,19629.399512,6.835643,25.287631,2.442508,2.000684
veh_003265,19636.311720,6.912207,25.605760,1.597608,1.694073
veh_003266,19639.935809,3.624089,21.191150,1.199489,1.328890
veh_003267,19646.859897,6.924088,20.294940,2.382623,1.714448
veh_003268,19654.926167,8.066270,22.825478,3.352146,2.222215
veh_003269,19660.593686,5.667519,19.993023,2.544775,2.084550
veh_003270,19667.150816,6.557130,23.523671,2.171169,2.170685
veh_003271,19671.629191,4.478376,18.264021,2.147590,2.002890
veh_003272,19679.583661,7.954470,19.307632,1.827891,1.611236
veh_003273,19684.656090,5.072429,18.877801,3.253056,1.959457
veh_003274,19693.130316,8.474226,22.652698,2.383977,1.488898
veh_003275,19698.560402,5.430086,21.516925,3.048421,1.498463
veh_003276,19705.577050,7.016648,24.269319,2.490404,1.588475
veh_003277,19710.776922,5.199872,26.019292,3.150906,1.678715
veh_003278,19719.593552,8.816629,19.882971,3.530680,1.980319
veh_003279,19722.635350,3.041798,20.206525,3.099203,1.153554
veh_003280,19729.189328,6.553978,19.149246,3.082951,2.284929
veh_003281,19732.070157,2.880830,22.203190,4.040534,1.956656
veh_003282,19736.262993,4.192836,24.917865,1.686295,1.576607
veh_003283,19745.100983,8.837990,22.848620,2.438675,1.699759
veh_003284,19752.463015,7.362032,22.379399,3.053180,1.323421
veh_003285,19755.447203,2.984189,23.677207,1.877822,1.656889
veh_003286,19761.438157,5.990954,20.072571,3.737084,2.065878
veh_003287,19766.508654,5.070497,23.655358,1.897357,1.320330
veh_003288,19773.363349,6.854695,20.777549,3.319819,1.573374
veh_003289,19782.138960,8.775611,19.991610,1.875066,1.318197
veh_003290,19789.119801,6.980841,22.057403,3.071936,2.422467
veh_003291,19795.771779,6.651979,19.529544,3.469383,1.806520
veh_003292,19802.533841,6.762062,25.479141,2.851740,1.507342
veh_003293,19806.895076,4.361235,24.056175,2.638918,1.658872
veh_003294,19813.946779,7.051702,18.363937,2.389036,1.768410
veh_003295,19821.328422,7.381644,19.927097,2.959895,1.269135
veh_003296,19826.409888,5.081466,19.158199,2.815437,1.859485
veh_003297,19831.446163,5.036274,23.368718,2.837698,1.517096
veh_003298,19839.621133,8.174971,24.555620,3.137284,1.470820
veh_003299,19845.934818,6.313685,22.035120,2.553654,1.758782
veh_003300,19850.228841,4.294023,24.459790,2.029087,1.572440
veh_003301,19855.592713,5.363872,19.724088,3.205221,2.012342
veh_003302,19860.906436,5.313723,24.249900,2.865314,2.357804
veh_003303,19866.809665,5.903229,24.441926,3.186252,1.309976
veh_003304,19872.700595,5.890930,22.791966,2.691145,1.804270
veh_003305,19878.326680,5.626085,19.272707,4.338182,2.215994
veh_003306,19886.837585,8.510904,21.525874,3.888453,1.391940
veh_003307,19894.086006,7.248421,21.671701,2.735462,1.729509
veh_003308,19902.310491,8.224485,23.029030,3.476050,1.624858
veh_003309,19905.768512,3.458021,19.064883,2.126844,2.121735
veh_003310,19911.935223,6.166710,20.269000,3.246797,1.268612
veh_003311,19919.697388,7.762165,20.597405,1.373489,2.008752
veh_003312,19926.785506,7.088118,25.236479,3.118621,2.182223
veh_003313,19931.766484,4.980978,19.823954,4.077447,2.353612
veh_003314,19936.632538,4.866054,18.990108,2.640052,1.840948
veh_003315,19944.072566,7.440028,21.353215,2.414808,1.856826
veh_003316,19949.753795,5.681229,21.714064,2.699152,1.760905
veh_003317,19956.726248,6.972453,20.002003,2.150775,1.618989
veh_003318,19962.961169,6.234922,21.821145,3.733398,2.228552
veh_003319,19968.784711,5.823542,22.566232,3.158519,1.702574
veh_003320,19974.965430,6.180720,19.799152,2.462968,1.943763
veh_003321,19979.721027,4.755597,21.787557,3.108799,1.223449
veh_003322,19988.272802,8.551775,26.319732,2.622176,2.065390
veh_003323,19995.095071,6.822270,22.800358,3.001633,2.447141
veh_003324,20003.194078,8.099006,22.150344,2.488801,1.817742
veh_003325,20008.400283,5.206205,23.415665,2.381465,2.143512
veh_003326,20013.589479,5.189196,22.927913,2.140801,2.266646
veh_003327,20019.110613,5.521134,24.171047,2.910303,2.434113
veh_003328,20023.818227,4.707614,20.334808,2.892866,2.512351
veh_003329,20030.835457,7.017230,21.203095,2.937448,1.950644
veh_003330,20037.904217,7.068760,22.705232,3.419714,1.705600
veh_003331,20043.134516,5.230299,22.528353,2.639399,1.256199
veh_003332,20048.655019,5.520504,23.610101,2.362684,1.493031
veh_003333,20055.219923,6.564903,24.306095,3.226109,1.834549
veh_003334,20060.091039,4.871116,23.331892,3.785282,1.960887
veh_003335,20065.477046,5.386008,24.502926,1.658576,1.745500
veh_003336,20073.817778,8.340731,21.941262,3.607814,2.396648
veh_003337,20078.697913,4.880136,22.445307,2.686803,1.861716
veh_003338,20083.922680,5.224767,21.295481,1.685694,2.004203
veh_003339,20093.679775,9.757095,21.888954,3.828902,1.661250
veh_003340,20096.490217,2.810442,23.499082,3.156699,2.170169
veh_003341,20100.713655,4.223438,18.167164,2.955594,1.635262
veh_003342,20109.409609,8.695954,23.918123,1.471416,2.129658
veh_003343,20114.795287,5.385678,21.824167,3.587197,2.062045
veh_003344,20121.545032,6.749745,24.856765,1.531756,1.533797
veh_003345,20130.724517,9.179486,25.358262,3.265725,1.288842
veh_003346,20135.648962,4.924445,22.128387,3.000228,1.648856
veh_003347,20140.761702,5.112740,25.975812,3.637858,1.327692
veh_003348,20147.377882,6.616180,21.087238,3.411893,1.966355
veh_003349,20153.264147,5.886266,24.757493,4.608871,2.198331
veh_003350,20158.476756,5.212609,20.795517,2.042057,1.854199
veh_003351,20164.276771,5.800014,25.641622,2.759615,2.128245
veh_003352,20168.284579,4.007808,22.811726,1.657251,1.233084
veh_003353,20174.983165,6.698586,24.932453,2.457328,2.146130
veh_003354,20182.234906,7.251741,23.930522,3.020133,2.337375
veh_003355,20187.992729,5.757823,23.633418,2.410476,1.198844
veh_003356,20193.657010,5.664281,21.623883,2.835496,1.617796
veh_003357,20200.480185,6.823175,19.515965,2.467746,1.890201
veh_003358,20205.672830,5.192645,22.508146,2.764950,1.730807
veh_003359,20211.210634,5.537804,24.395996,2.617293,1.787275
veh_003360,20217.108134,5.897499,22.783842,2.971166,1.396533
veh_003361,20225.316151,8.208017,19.158774,2.991174,1.870376
veh_003362,20231.242320,5.926169,23.840246,1.088647,1.883470
veh_003363,20237.071729,5.829408,20.062853,3.713119,1.519416
veh_003364,20242.825507,5.753778,23.294017,2.915917,1.807615
veh_003365,20248.249815,5.424308,23.110958,3.327993,1.739965
veh_003366,20252.802437,4.552622,22.770663,3.052104,1.719674
veh_003367,20257.423767,4.621330,24.309738,3.570565,2.260900
veh_003368,20264.714294,7.290527,23.386988,2.874368,2.192639
veh_003369,20269.860637,5.146342,18.214471,2.382604,2.013352
veh_003370,20275.999164,6.138527,23.840263,2.551981,1.741533
veh_003371,20281.284760,5.285596,23.832025,2.116854,1.960586
veh_003372,20285.292889,4.008129,19.600498,3.238883,1.190860
veh_003373,20290.595760,5.302872,20.943350,2.666296,1.724269
veh_003374,20298.691170,8.095410,23.055824,2.640496,1.747212
veh_003375,20304.069297,5.378127,20.362925,2.791908,1.718759
veh_003376,20309.054737,4.985440,23.842243,3.681705,1.539272
veh_003377,20314.412921,5.358184,20.278996,2.334694,1.720463
veh_003378,20319.910968,5.498046,19.669061,1.042490,1.749443
veh_003379,20326.253732,6.342764,20.523717,1.479478,1.202705
veh_003380,20331.636258,5.382526,22.530300,3.888644,1.718761
veh_003381,20337.489862,5.853604,19.741809,3.241416,2.074059
veh_003382,20342.753487,5.263625,23.915982,2.814514,1.327568
veh_003383,20349.289738,6.536251,22.371644,3.168683,2.106983
veh_003384,20355.756627,6.466888,21.657801,1.688564,1.788422
veh_003385,20362.074153,6.317526,22.485263,2.316226,1.740988
veh_003386,20369.023844,6.949691,21.086977,1.481167,2.190597
veh_003387,20374.874970,5.851126,17.965503,3.965237,1.995715
veh_003388,20382.694390,7.819420,23.143567,3.441987,1.941019
veh_003389,20389.393679,6.699289,21.260372,1.722685,2.184465
veh_003390,20397.625432,8.231753,23.094944,2.031875,1.825464
veh_003391,20403.505865,5.880433,21.813471,3.192509,1.574184
veh_003392,20409.914053,6.408188,22.231750,2.438730,1.115784
veh_003393,20414.890782,4.976728,24.386721,2.528300,2.329428
veh_003394,20420.914223,6.023441,22.764671,2.281870,1.673874
veh_003395,20428.141265,7.227042,22.552133,3.652036,1.909538
veh_003396,20433.593019,5.451754,21.119246,1.814349,1.612904
veh_003397,20441.831282,8.238264,25.422404,2.418055,1.796895
veh_003398,20447.869792,6.038509,22.813816,3.370309,1.629755
veh_003399,20456.244556,8.374765,22.563674,2.794803,1.918856
veh_003400,20460.671352,4.426795,24.486332,1.652501,1.438252
veh_003401,20466.256059,5.584707,19.742629,3.983055,1.430097
veh_003402,20471.511519,5.255460,24.202369,2.344069,1.411578
veh_003403,20479.027466,7.515947,24.340554,2.583627,1.673592
veh_003404,20485.990620,6.963154,22.901322,1.533472,1.897155
veh_003405,20491.875999,5.885379,22.349778,4.090660,2.198181
veh_003406,20497.192302,5.316303,19.343952,3.001452,1.055227
veh_003407,20503.152046,5.959744,18.901755,2.770548,2.222845
veh_003408,20510.238926,7.086879,21.576542,3.167188,1.598520
veh_003409,20517.492537,7.253611,20.398515,4.090263,1.987441
veh_003410,20523.403111,5.910574,19.711610,2.908996,1.577832
veh_003411,20528.732494,5.329383,21.022349,1.599128,2.334873
veh_003412,20534.885595,6.153101,19.718080,2.904189,2.244747
veh_003413,20541.079502,6.193907,19.877039,2.489337,1.534345
veh_003414,20547.458311,6.378808,22.398067,3.529098,2.289409
veh_003415,20552.778069,5.319758,24.652390,3.734222,1.734500
veh_003416,20561.388777,8.610708,24.099892,2.481603,1.774227
veh_003417,20566.445587,5.056810,19.603472,2.850438,1.788773
veh_003418,20574.714294,8.268707,18.884152,3.686322,1.504943
veh_003419,20582.804789,8.090495,19.583734,3.792009,1.784078
veh_003420,20590.225459,7.420670,26.171461,2.020679,2.007629
veh_003421,20599.036554,8.811095,23.684684,1.570027,1.215802
veh_003422,20605.870310,6.833756,21.555598,2.415395,1.082166
veh_003423,20611.395281,5.524971,20.409015,1.852665,2.177009
veh_003424,20616.610674,5.215393,18.902775,3.319734,2.004219
veh_003425,20621.604058,4.993385,22.159781,3.726996,1.844131
veh_003426,20628.860076,7.256018,21.424671,3.504771,1.724317
veh_003427,20632.639172,3.779096,23.455560,2.023398,1.839826
veh_003428,20636.505639,3.866467,23.678934,3.493919,1.489131
veh_003429,20644.804354,8.298715,23.084425,2.375902,2.155137
veh_003430,20652.323676,7.519322,20.893683,3.719372,1.685993
veh_003431,20658.945172,6.621496,21.332606,4.152510,2.012685
veh_003432,20666.330197,7.385024,23.332908,4.378003,2.471121
veh_003433,20673.491636,7.161440,22.944765,3.338265,1.268548
veh_003434,20679.211332,5.719696,22.077977,1.447399,1.156130
veh_003435,20683.008376,3.797044,20.681227,4.011979,1.647154
veh_003436,20690.933011,7.924635,21.376892,3.041445,1.755843
veh_003437,20697.602305,6.669293,22.345182,2.672638,1.768655
veh_003438,20701.537979,3.935675,23.659214,4.356561,1.692217
veh_003439,20707.751424,6.213444,24.340175,4.763716,1.772550
veh_003440,20713.048341,5.296918,21.402881,3.349520,1.408866
veh_003441,20718.875300,5.826959,21.563180,2.475215,2.076842
veh_003442,20724.383344,5.508044,20.970194,2.830900,1.901922
veh_003443,20731.210157,6.826813,21.134552,3.586676,1.820673
veh_003444,20736.897535,5.687377,22.718104,2.981760,1.709696
veh_003445,20741.165104,4.267570,20.973229,3.562635,1.669693
veh_003446,20748.174618,7.009514,21.067352,3.221121,2.006117
veh_003447,20754.903319,6.728701,21.901416,2.238707,1.895573
veh_003448,20758.764649,3.861330,23.904815,2.613792,1.933289
veh_003449,20765.378344,6.613695,22.673811,1.745079,1.664338
veh_003450,20772.709784,7.331440,23.021158,3.268643,2.269647
veh_003451,20778.481036,5.771252,19.764736,1.620542,1.652516
veh_003452,20784.762554,6.281518,24.632658,2.618543,1.646817
veh_003453,20789.616059,4.853505,22.521635,2.683127,1.922466
veh_003454,20792.990951,3.374892,22.493382,4.439700,2.162844
veh_003455,20799.773697,6.782746,24.083458,4.051668,1.891786
veh_003456,20805.641868,5.868171,24.614552,1.734179,1.547908
veh_003457,20812.286272,6.644404,24.129557,3.099388,1.977466
veh_003458,20817.934104,5.647831,24.405963,3.178693,1.805786
veh_003459,20823.543569,5.609465,22.833460,2.656519,1.645702
veh_003460,20829.787012,6.243443,25.009333,4.560032,1.981554
veh_003461,20835.692030,5.905018,23.773122,3.296356,1.822934
veh_003462,20842.991449,7.299419,26.679248,2.179445,1.505912
veh_003463,20848.355615,5.364166,21.644545,2.119995,1.753310
veh_003464,20852.189019,3.833404,22.093718,3.835661,1.756854
veh_003465,20858.405188,6.216170,20.393459,2.620650,1.453735
veh_003466,20862.450383,4.045195,25.846730,3.002607,2.248737
veh_003467,20864.649422,2.199038,19.831843,2.015806,1.821300
veh_003468,20869.004252,4.354830,22.432319,3.557785,2.067705
veh_003469,20874.346369,5.342117,22.621869,2.024338,1.952096
veh_003470,20879.152452,4.806083,19.639660,3.905780,1.448383
veh_003471,20882.847448,3.694996,19.951770,5.219858,1.597547
veh_003472,20888.510480,5.663032,19.286166,3.627900,1.921087
veh_003473,20896.335179,7.824699,21.898576,4.539572,1.635764
veh_003474,20903.579306,7.244126,21.195562,2.790694,1.821900
veh_003475,20909.591660,6.012354,19.686760,2.065836,1.917376
veh_003476,20916.973340,7.381680,21.871568,2.132236,1.852946
veh_003477,20922.312750,5.339410,21.807269,2.055073,1.625653
veh_003478,20926.989754,4.677005,20.757292,4.117161,1.730088
veh_003479,20934.007444,7.017690,23.154549,2.084828,1.772161
veh_003480,20938.382077,4.374633,19.194487,2.702902,2.059400
veh_003481,20944.883094,6.501017,22.915839,2.105573,1.380533
veh_003482,20950.844587,5.961493,22.461458,2.436309,2.064495
veh_003483,20956.300466,5.455879,24.056489,2.718285,2.118094
veh_003484,20961.613376,5.312910,19.385673,3.277352,1.295520
veh_003485,20969.319205,7.705828,22.569858,3.706615,1.874838
